"CODE","SPANISH","ENGLISH"
"A10AB02","insulina (bovina)","insulin (beef)"
"A10AB03","insulina (porcina)","insulin (pork)"
"A10AB04","insulina lispro","insulin lispro"
"A10AB05","insulina asparta","insulin aspart"
"A10AB06","insulina glulisina","insulin glulisine"
"A10AB30","combinaciones","combinations"
"A10AC","Insulinas y análogos de acción intermedia para inyección","Insulins and analogues for injection, intermediate-acting"
"A10AC01","insulina (humana)","insulin (human)"
"A10AC02","insulina (bovina)","insulin (beef)"
"A10AC03","insulina (porcina)","insulin (pork)"
"A10AC04","insulina lispro","insulin lispro"
"A10AC30","combinaciones","combinations"
"A10AD","Insulinas y análogos; combinaciones de insulinas de acción intermedia o prolongada con insulinas de acción inmediata para inyección","Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting"
"A10AD01","insulina (humana)","insulin (human)"
"A10AD02","insulina (bovina)","insulin (beef)"
"A10AD03","insulina (porcina)","insulin (pork)"
"A10AD04","insulina lispro","insulin lispro "
"A10AD05","insulina asparta","insulin aspart"
"A10AD06","insulina degludec y insulina asparta","insulin degludec and insulin aspart"
"A10AD30","combinaciones","combinations"
"A10AE","Insulinas y análogos de acción prolongada para inyección","Insulins and analogues for injection, long-acting"
"A10AE01","insulina (humana)","insulin (human)"
"A10AE02","insulina (bovina)","insulin (beef)"
"A10AE03","insulina (porcina)","insulin (pork)"
"A10AE04","insulina glargina","insulin glargine"
"A10AE05","insulina detemir","insulin detemir"
"A10AE06","insulina degludec","insulin degludec"
"A10AE30","combinaciones","combinations"
"A10AF","Insulinas y análogos para inhalación","Insulins and analogues for inhalation"
"A10AF01","insulina (humana)","insulin (human)"
"A10B","DROGAS HIPOGLUCEMIANTES EXCLUIDOS INSULINAS","BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS"
"A10BA","Biguanidas","Biguanides"
"A10BA01","fenformina","phenformin"
"A10BA02","metformina","metformin"
"A10BA03","buformina","buformin"
"A10BB","Derivados de las sulfonilureas","Sulfonamides, urea derivatives"
"A10BB01","glibenclamida","glibenclamide"
"A10BB02","clorpropamida","chlorpropamide"
"A10BB03","tolbutamida","tolbutamide"
"A10BB04","glibornurida","glibornuride"
"A10BB05","tolazamida","tolazamide"
"A10BB06","carbutamida","carbutamide"
"A10BB07","glipizida","glipizide"
"A10BB08","gliquidona","gliquidone"
"A10BB09","gliclazida","gliclazide"
"A10BB10","metahexamida","metahexamide"
"A10BB11","glisoxepida","glisoxepide"
"A10BB12","glimepirida","glimepiride"
"A10BB31","acetohexamida","acetohexamide"
"A10BC","Sulfonamidas (heterocíclicas)","Sulfonamides (heterocyclic)"
"A10BC01","glimidina","glymidine"
"A10BD","Combinaciones de drogas hipoglucemiantes orales","Combinations of oral blood glucose lowering drugs"
"A10BD01","fenformina y sulfonamidas","phenformin and sulfonamides"
"A10BD02","metformina y sulfonamidas","metformin and sulfonamides"
"A10BD03","metformina y rosiglitazona","metformin and rosiglitazone"
"A10BD04","glimepirida y rosiglitazona","glimepiride and rosiglitazone"
"A10BD05","metformina y pioglitazona","metformin and pioglitazone"
"A10BD06","glimepirida y pioglitazona","glimepiride and pioglitazone"
"A10BD07","metformina y sitagliptina","metformin and sitagliptin"
"A10BD08","metformina y vildagliptina","metformin and vildagliptin"
"A10BD09","pioglitazona y alogliptina","pioglitazone and alogliptin"
"A10BD10","metformina y saxagliptina","metformin and saxagliptin"
"A10BD11","metformina y linagliptina","metformin and linagliptin"
"A10BD12","pioglitazona y sitagliptina","pioglitazone and sitagliptin"
"A10BD13","metformina y alogliptina","metformin and alogliptin"
"A10BD14","metformina y repaglinida","metformin and repaglinide"
"A10BD15","metformina y dapagliflozina","metformin and dapagliflozin"
"A10BF","Inhibidores de la alfa glucosidasa","Alpha glucosidase inhibitors"
"A10BF01","acarbosa","acarbose"
"A10BF02","miglitol","miglitol"
"A10BF03","voglibosa","voglibose"
"A10BG","Tiazolidinadionas","Thiazolidinediones"
"A10BG01","troglitazona","troglitazone"
"A10BG02","rosiglitazona","rosiglitazone"
"A10BG03","pioglitazona","pioglitazone"
"A10BH","Inhibidores de la dipeptidil peptidasa (DPP-4)","Dipeptidyl peptidase 4 (DPP-4) inhibitors"
"A10BH01","sitagliptina","sitagliptin"
"A10BH02","vildagliptina","vildagliptin"
"A10BH03","saxagliptina","saxagliptin"
"A10BH04","alogliptina","alogliptin"
"A10BH05","linagliptina","linagliptin"
"A10BH06","gemigliptina","gemigliptin"
"A10BH51","sitagliptina y simvastatina","sitagliptin and simvastatin"
"A10BX","Otras drogas hipoglucemiantes excluidos insulinas","Other blood glucose lowering drugs, excl. insulins"
"A10BX01","goma guar","guar gum"
"A10BX02","repaglinida","repaglinide"
"A10BX03","nateglinida","nateglinide"
"A10BX04","exenatida","exenatide"
"A10BX05","pramlintida","pramlintide"
"A10BX06","benfluorex","benfluorex"
"A10BX07","liraglutida","liraglutide"
"A10BX08","mitiglinida","mitiglinide"
"A10BX09","dapagliflozina","dapagliflozin"
"A10BX10","lixisenatida","lixisenatide"
"A10BX11","canagliflozina","canagliflozin"
"A10BX12","empagliflozina","empagliflozin"
"A10X","OTRAS DROGAS USADAS EN DIABETES","OTHER DRUGS USED IN DIABETES"
"A10XA","Inhibidores de la aldosa reductasa","Aldose reductase inhibitors"
"A10XA01","tolrestat","tolrestat"
"A11","VITAMINAS","VITAMINS"
"A11A","MULTIVITAMÍNICOS, COMBINACIONES","MULTIVITAMINS, COMBINATIONS"
"A11AA","Multivitamínicos con minerales","Multivitamins with minerals"
"A11AA01","multivitamínicos con hierro","multivitamins and iron"
"A11AA02","multivitamínicos con calcio","multivitamins and calcium"
"A11AA03","multivitamínicos con otros minerales, incl. combinaciones","multivitamins and other minerals, incl. combinations"
"A11AA04","multivitamínicos y oligoelementos","multivitamins and trace elements"
"A11AB","Otras combinaciones de multivitaminas","Multivitamins, other combinations"
"A11B","MULTIVITAMÍNICOS SOLOS","MULTIVITAMINS, PLAIN"
"A11BA","Multivitamínicos solos","Multivitamins, plain"
"A11C","VITAMINAS A Y D, INCL. COMBINACIONES DE LAS DOS","VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO"
"A11CA","Vitamina A sola","Vitamin A, plain"
"A11CA01","retinol (vitamina A)","retinol (vit A)"
"A11CA02","betacaroteno","betacarotene"
"A11CB","Vitaminas A y D en combinación","Vitamin A and D in combination"
"A11CC","Vitamina D y análogos","Vitamin D and analogues"
"A11CC01","ergocalciferol","ergocalciferol"
"A11CC02","dihidrotaquisterol","dihydrotachysterol"
"A11CC03","alfacalcidol","alfacalcidol"
"A11CC04","calcitriol","calcitriol"
"A11CC05","colecalciferol","colecalciferol"
"A11CC06","calcifediol","calcifediol"
"A11CC20","combinaciones","combinations"
"A11D","VITAMINA B1, SOLA Y EN COMBINACIÓN CON VITAMINAS B6 Y B12","VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12"
"A11DA","Vitamina B1 sola","Vitamin B1, plain"
"A11DA01","tiamina (vitamina B1)","thiamine (vit B1)"
"A11DA02","sulbutiamina","sulbutiamine"
"A11DA03","benfotiamina","benfotiamine"
"A11DB","Vitamina B1 en combinación con vitamina B6 y/o vitamina B12","Vitamin B1 in combination with vitamin B6 and/or vitamin B12"
"A11E","VITAMINAS DEL COMPLEJO B, INCL. COMBINACIONES","VITAMIN B-COMPLEX, INCL. COMBINATIONS"
"A11EA","Vitaminas del complejo B solas","Vitamin B-complex, plain"
"A11EB","Vitaminas del complejo B con vitamina C","Vitamin B-complex with vitamin C"
"A11EC","Vitaminas del complejo B con minerales","Vitamin B-complex with minerals"
"A11ED","Vitaminas del complejo B con esteroides anabólicos","Vitamin B-complex with anabolic steroids"
"A11EX","Vitaminas del complejo B, otras combinaciones","Vitamin B-complex, other combinations"
"A11G","ÁCIDO ASCÓRBICO (VITAMINA C), INCL. COMBINACIONES","ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS"
"A11GA","Ácido ascórbico (vitamina C), monoterapia","Ascorbic acid (vitamin C), plain"
"A11GA01","ácido ascórbico (vitamina C)","ascorbic acid (vit C)"
"A11GB","Ácido ascórbico (vitamina C), combinaciones","Ascorbic acid (vitamin C), combinations"
"A11GB01","ácido ascórbico (vitamina C) y calcio","ascorbic acid (vit C) and calcium"
"A11H","OTROS PREPARADOS DE VITAMINAS, MONODROGAS","OTHER PLAIN VITAMIN PREPARATIONS"
"A11HA","Otros preparados de vitaminas, monoterapia","Other plain vitamin preparations"
"A11HA01","nicotinamida","nicotinamide"
"A11HA02","piridoxina (vitamina B6)","pyridoxine (vit B6)"
"A11HA03","tocoferol (vitamina E)","tocopherol (vit E)"
"A11HA04","riboflavina (vitamina B2)","riboflavin (vit B2)"
"A11HA05","biotina","biotin"
"A11HA06","piridoxal, fosfato de","pyridoxal phosphate"
"A11HA07","inositol","inositol"
"A11HA08","tocofersolán","tocofersolan"
"A11HA30","dexpantenol","dexpanthenol"
"A11HA31","pantotenato de calcio","calcium pantothenate"
"A11HA32","pantetina","pantethine"
"A11J","OTROS PRODUCTOS CON VITAMINAS, COMBINACIONES","OTHER VITAMIN PRODUCTS, COMBINATIONS"
"A11JA","Combinaciones de vitaminas","Combinations of vitamins"
"A11JB","Vitaminas con minerales","Vitamins with minerals"
"A11JC","Vitaminas, otras combinaciones","Vitamins, other combinations"
"A12","SUPLEMENTOS MINERALES","MINERAL SUPPLEMENTS"
"A12A","CALCIO","CALCIUM"
"A12AA","Calcio","Calcium"
"A12AA01","fosfato de calcio","calcium phosphate"
"A12AA02","glubionato de calcio","calcium glubionate"
"A12AA03","gluconato de calcio","calcium gluconate"
"A12AA04","carbonato de calcio","calcium carbonate"
"A12AA05","lactato de calcio","calcium lactate"
"A12AA06","lactato y gluconato de calcio","calcium lactate gluconate"
"A12AA07","cloruro de calcio","calcium chloride"
"A12AA08","glicerilfosfato de calcio","calcium glycerylphosphate"
"A12AA09","complejo de citrato de lisina y calcio","calcium citrate lysine complex"
"A12AA10","glucoheptonato de calcio","calcium glucoheptonate"
"A12AA11","pangamato de calcio","calcium pangamate"
"A12AA12","acetato anhidro de calcio","calcium acetate anhydrous"
"A12AA13","citrato de calcio","calcium citrate"
"A12AA20","calcio (diferentes sales en combinación)","calcium (different salts in combination)"
"A12AA30","levulato de calcio","calcium laevulate"
"A12AX","Calcio combinaciones con, vitamina D y/o otras drogas","Calcium, combinations with vitamin D and/or other drugs"
"A12B","POTASIO","POTASSIUM"
"A12BA","Potasio","Potassium"
"A12BA01","cloruro de potasio","potassium chloride"
"A12BA02","citrato de potasio","potassium citrate"
"A12BA03","bitartrato de potasio","potassium hydrogentartrate"
"A12BA04","bicarbonato de potasio","potassium hydrogencarbonate"
"A12BA05","gluconato de potasio","potassium gluconate"
"A12BA30","combinaciones","combinations"
"A12BA51","cloruro de potasio, combinaciones","potassium chloride, combinations"
"A12C","OTROS SUPLEMENTOS MINERALES","OTHER MINERAL SUPPLEMENTS"
"A12CA","Sodio","Sodium"
"A12CA01","cloruro de sodio","sodium chloride"
"A12CA02","sulfato de sodio","sodium sulfate"
"A12CB","Zinc","Zinc"
"A12CB01","sulfato de zinc","zinc sulfate"
"A12CB02","gluconato de zinc","zinc gluconate"
"A12CB03","zinc, complejo de proteínas","zinc protein complex"
"A12CC","Magnesio","Magnesium"
"A12CC01","cloruro de magnesio","magnesium chloride"
"A12CC02","sulfato de magnesio","magnesium sulfate"
"A12CC03","gluconato de magnesio","magnesium gluconate"
"A12CC04","citrato de magnesio","magnesium citrate"
"A12CC05","aspartato de magnesio","magnesium aspartate"
"A12CC06","lactato de magnesio","magnesium lactate"
"A12CC07","levulinato de magnesio","magnesium levulinate"
"A12CC08","pidolato de magnesio","magnesium pidolate"
"A12CC09","orotato de magnesio","magnesium orotate"
"A12CC10","óxido de magnesio","magnesium oxide"
"A12CC30","magnesio (combinación de diferentes sales)","magnesium (different salts in combination)"
"A12CD","Fluoruro","Fluoride"
"A12CD01","fluoruro de sodio","sodium fluoride"
"A12CD02","monofluorfosfato de sodio","sodium monofluorophosphate"
"A12CD51","fluoruro, combinaciones con","fluoride, combinations"
"A12CE","Selenio","Selenium"
"A12CE01","selenato de sodio","sodium selenate"
"A12CE02","selenito de sodio","sodium selenite"
"A12CX","Productos con otros minerales","Other mineral products"
"A13","TÓNICOS","TONICS"
"A13A","TÓNICOS","TONICS"
"A14","AGENTES ANABÓLICOS PARA USO SISTÉMICO","ANABOLIC AGENTS FOR SYSTEMIC USE"
"A14A","ESTEROIDES ANABÓLICOS","ANABOLIC STEROIDS"
"A14AA","Derivados del androstano","Androstan derivatives"
"A14AA01","androstanolona","androstanolone"
"A14AA02","estanozolol","stanozolol"
"A14AA03","metandienona","metandienone"
"A14AA04","metenolona","metenolone"
"A14AA05","oximetolona","oxymetholone"
"A14AA06","quinbolona","quinbolone"
"A14AA07","prasterona","prasterone"
"A14AA08","oxandrolona","oxandrolone"
"A14AA09","noretandrolona","norethandrolone"
"A14AB","Derivados del estreno","Estren derivatives"
"A14AB01","nandrolona","nandrolone"
"A14AB02","etilestrenol","ethylestrenol"
"A14AB03","oxabolona, cipionato de","oxabolone cipionate"
"A14B","OTROS AGENTES ANABÓLICOS","OTHER ANABOLIC AGENTS"
"A15","ESTIMULANTES DEL APETITO","APPETITE STIMULANTS"
"A16","OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS"
"A16A","OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO","OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS"
"A16AA","Aminoácidos y derivados","Amino acids and derivatives"
"A16AA01","levocarnitina","levocarnitine"
"A16AA02","ademetionina","ademetionine"
"A16AA03","glutamina","glutamine"
"A16AA04","mercaptamina","mercaptamine"
"A16AA05","ácido carglúmico","carglumic acid"
"A16AA06","betaína","betaine"
"A16AB","Enzimas","Enzymes"
"A16AB01","alglucerasa","alglucerase"
"A16AB02","imiglucerasa","imiglucerase"
"A16AB03","agalsidasa alfa","agalsidase alfa"
"A16AB04","agalsidasa beta","agalsidase beta"
"A16AB05","laronidasa","laronidase"
"A16AB06","sacrosidasa","sacrosidase"
"A16AB07","alglucosidasa alfa","alglucosidase alfa"
"A16AB08","galsulfasa","galsulfase"
"A16AB09","idursulfasa","idursulfase"
"A16AB10","velaglucerasa alfa","velaglucerase alfa"
"A16AB11","taliglucerasa alfa","taliglucerase alfa"
"A16AX","Productos varios para el tracto alimentario y el metabolismo","Various alimentary tract and metabolism products"
"A16AX01","ácido tióctico","thioctic acid"
"A16AX02","anetola tritiona","anethole trithione"
"A16AX03","fenilbutirato de sodio","sodium phenylbutyrate"
"A16AX04","nitisinona","nitisinone"
"A16AX05","acetato de zinc","zinc acetate"
"A16AX06","miglustat","miglustat"
"A16AX07","sapropterina","sapropterin"
"A16AX08","teduglutida","teduglutide"
"A16AX09","fenilbutirato de glicerol","glycerol phenylbutyrate"
"A16AX10","eliglustat","eliglustat"
"B","SANGRE Y ÓRGANOS FORMADORES DE SANGRE","BLOOD AND BLOOD FORMING ORGANS"
"B01","AGENTES ANTITROMBÓTICOS","ANTITHROMBOTIC AGENTS"
"B01A","AGENTES ANTITROMBÓTICOS","ANTITHROMBOTIC AGENTS"
"B01AA","Antagonistas de la vitamina K","Vitamin K antagonists"
"B01AA01","dicumarol","dicoumarol"
"B01AA02","fenindiona","phenindione"
"B01AA03","warfarina","warfarin"
"B01AA04","fenprocumona","phenprocoumon"
"B01AA07","acenocumarol","acenocoumarol"
"B01AA08","etilbiscumacetato","ethyl biscoumacetate"
"B01AA09","clorindiona","clorindione"
"B01AA10","difenadiona","diphenadione"
"B01AA11","tioclomarol","tioclomarol"
"B01AA12","fluindiona","fluindione"
"B01AB","Grupo de la heparina","Heparin group"
"B01AB01","heparina","heparin"
"B01AB02","antitrombina III","antithrombin III"
"B01AB04","dalterapina","dalteparin"
"B01AB05","enoxaparina","enoxaparin"
"B01AB06","nadroparina","nadroparin"
"B01AB07","parnaparina","parnaparin"
"B01AB08","reviparina","reviparin"
"B01AB09","danaparoid","danaparoid"
"B01AB10","tinzaparina","tinzaparin"
"B01AB11","sulodexida","sulodexide"
"B01AB12","bemiparina","bemiparin"
"B01AB51","heparina, combinaciones de","heparin, combinations"
"B01AC","Inhibidores de la agregación plaquetaria, excluido heparina","Platelet aggregation inhibitors excl. heparin"
"B01AC01","ditazola","ditazole"
"B01AC02","cloricromeno","cloricromen"
"B01AC03","picotamida","picotamide"
"B01AC04","clopidogrel","clopidogrel"
"B01AC05","ticlopidina","ticlopidine"
"B01AC06","ácido acetilsalicílico","acetylsalicylic acid"
"B01AC07","dipiridamol","dipyridamole"
"B01AC08","carbasalato de calcio","carbasalate calcium"
"B01AC09","epoprostenol","epoprostenol"
"B01AC10","indobufén","indobufen"
"B01AC11","iloprost","iloprost"
"B01AC13","abciximab","abciximab"
"B01AC15","aloxiprina","aloxiprin"
"B01AC16","intrifibán","eptifibatide"
"B01AC17","tirofibán","tirofiban"
"B01AC18","triflusal","triflusal"
"B01AC19","beraprost","beraprost"
"B01AC21","treprostinilo","treprostinil"
"B01AC22","prasugrel","prasugrel"
"B01AC23","cilostazol","cilostazol"
"B01AC24","ticagrelor","ticagrelor"
"B01AC30","combinaciones","combinations"
"B01AC56","ácido acetilsalicílico y esomeprazol","acetylsalicylic acid and esomeprazole"
"B01AD","Enzimas","Enzymes"
"B01AD01","estreptoquinasa","streptokinase"
"B01AD02","alteplasa","alteplase"
"B01AD03","anistreplasa","anistreplase"
"B01AD04","uroquinasa","urokinase"
"B01AD05","fibrinolisina","fibrinolysin"
"B01AD06","brinasa","brinase"
"B01AD07","reteplasa","reteplase"
"B01AD08","saruplasa","saruplase"
"B01AD09","ancrod","ancrod"
"B01AD10","drotrecogina alfa (activado)","drotrecogin alfa (activated)"
"B01AD11","tenecteplasa","tenecteplase"
"B01AD12","proteína C","protein C"
"B01AE","Trombina, inhibidores directos de la","Direct thrombin inhibitors"
"B01AE01","disuridina","desirudin"
"B01AE02","lepirudina","lepirudin"
"B01AE03","argatroban","argatroban"
"B01AE04","melagatrán","melagatran"
